[00:00:00] , "Team 2" , "5" , "Mei" , "EV_PlayerJoinedMatch" , "Mei" , ""
[00:01:09] , "Team 2" , "1" , "Ana" , "EV_Knockback_Received" , "" , "Ana"
[00:01:09] , "Team 1" , "4" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:01:09] , "Team 2" , "2" , "Roadhog" , "EV_UsedAbility_2" , "Roadhog" , ""
[00:01:10] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-68.66, 3.85, -54.33)" , ""
[00:01:10] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-78.62, 3.85, -59.88)" , ""
[00:01:10] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.66, 4.00, -63.28)" , ""
[00:01:10] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-80.45, 3.85, -51.47)" , ""
[00:01:10] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-66.64, 6.00, -67.85)" , ""
[00:01:10] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-87.34, 3.85, -49.06)" , ""
[00:01:10] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-71.29, 3.85, -49.59)" , ""
[00:01:10] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-67.76, 4.00, -59.99)" , ""
[00:01:10] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-73.71, 4.00, -61.13)" , ""
[00:01:10] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-69.32, 4.00, -45.73)" , ""
[00:01:10] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-73.02, 3.85, -52.22)" , ""
[00:01:10] , "Team 1" , "0" , "NELS" , "EV_Knockback_Received" , "" , "NELS"
[00:01:10] , "Team 2" , "3" , "Zarya" , "EV_Knockback_Dealt" , "" , "Zarya"
[00:01:10] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:10] , "Team 2" , "5" , "Mei" , "EV_Charge_Ultimate" , "5" , ""
[00:01:10] , "Team 2" , "4" , "Soldier: 76" , "EV_Charge_Ultimate" , "10" , ""
[00:01:10] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "7" , ""
[00:01:10] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "15" , ""
[00:01:10] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "10" , ""
[00:01:10] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "16" , ""
[00:01:10] , "Team 1" , "5" , "Bastion" , "EV_Charge_Ultimate" , "15" , ""
[00:01:10] , "Team 1" , "4" , "Roadhog" , "EV_Charge_Ultimate" , "9" , ""
[00:01:10] , "Team 1" , "3" , "Zarya" , "EV_Charge_Ultimate" , "5" , ""
[00:01:10] , "Team 1" , "2" , "Zenyatta" , "EV_Charge_Ultimate" , "10" , ""
[00:01:10] , "Team 1" , "1" , "Lúcio" , "EV_Charge_Ultimate" , "7" , ""
[00:01:10] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-77.21, 4.00, -63.86)" , ""
[00:01:10] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:01:10] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:10] , "Team 1" , "1" , "Lúcio" , "EV_Knockback_Dealt" , "" , "Lúcio"
[00:01:11] , "Team 2" , "5" , "Mei" , "EV_Knockback_Received" , "" , "Mei"
[00:01:11] , "Team 1" , "4" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:01:12] , "Team 1" , "0" , "NELS" , "EV_FinalBlow" , "Zarya" , ""
[00:01:12] , "Team 1" , "0" , "NELS" , "EV_Kill" , "Zarya" , ""
[00:01:12] , "Team 2" , "3" , "Zarya" , "EV_Died" , "" , "NELS"
[00:01:12] , "Team 1" , "5" , "Bastion" , "EV_Kill" , "Zarya" , ""
[00:01:12] , "Team 1" , "4" , "Roadhog" , "EV_Kill" , "Zarya" , ""
[00:01:12] , "Team 1" , "1" , "Lúcio" , "EV_Kill" , "Zarya" , ""
[00:01:12] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:12] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-68.25, 4.00, -57.74)" , ""
[00:01:12] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-78.62, 3.85, -59.88)" , ""
[00:01:12] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-76.11, 4.00, -61.46)" , ""
[00:01:12] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-82.13, 3.85, -46.66)" , ""
[00:01:12] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-63.67, 6.00, -75.85)" , ""
[00:01:12] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-80.40, 3.85, -44.40)" , ""
[00:01:12] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-71.29, 3.85, -49.59)" , ""
[00:01:12] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-72.49, 3.85, -53.82)" , ""
[00:01:12] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-72.62, 4.00, -67.33)" , ""
[00:01:12] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-69.32, 4.00, -45.73)" , ""
[00:01:12] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-73.02, 3.85, -52.22)" , ""
[00:01:12] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-79.73, 4.00, -62.43)" , ""
[00:01:12] , "Team 1" , "4" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:01:13] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:13] , "Team 2" , "2" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:01:13] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "46" , ""
[00:01:14] , "Team 2" , "5" , "Mei" , "EV_UsedAbility_1" , "Mei" , ""
[00:01:14] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-69.07, 4.00, -54.79)" , ""
[00:01:14] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-78.62, 3.85, -59.88)" , ""
[00:01:14] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-76.11, 4.00, -61.46)" , ""
[00:01:14] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:01:14] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.03, 4.00, -45.07)" , ""
[00:01:14] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-57.67, 6.00, -72.71)" , ""
[00:01:14] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-85.37, 3.85, -38.90)" , ""
[00:01:14] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-71.29, 3.85, -49.59)" , ""
[00:01:14] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-75.08, 3.85, -53.38)" , ""
[00:01:14] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-73.40, 4.00, -60.70)" , ""
[00:01:14] , "Team 1" , "2" , "Zenyatta" , "EV_Knockback_Received" , "" , "Zenyatta"
[00:01:14] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-73.56, 4.08, -45.35)" , ""
[00:01:14] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-73.29, 3.85, -51.93)" , ""
[00:01:14] , "Team 1" , "3" , "Zarya" , "EV_UsedAbility_2" , "Zarya" , ""
[00:01:14] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-70.93, 4.00, -58.83)" , ""
[00:01:15] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:01:15] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:15] , "Team 2" , "5" , "Mei" , "EV_Charge_Ultimate" , "13" , ""
[00:01:15] , "Team 2" , "4" , "Soldier: 76" , "EV_Charge_Ultimate" , "11" , ""
[00:01:15] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "8" , ""
[00:01:15] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "20" , ""
[00:01:15] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "11" , ""
[00:01:15] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "19" , ""
[00:01:15] , "Team 1" , "5" , "Bastion" , "EV_Charge_Ultimate" , "20" , ""
[00:01:15] , "Team 1" , "4" , "Roadhog" , "EV_Charge_Ultimate" , "12" , ""
[00:01:15] , "Team 1" , "3" , "Zarya" , "EV_Charge_Ultimate" , "8" , ""
[00:01:15] , "Team 1" , "2" , "Zenyatta" , "EV_Charge_Ultimate" , "15" , ""
[00:01:15] , "Team 1" , "1" , "Lúcio" , "EV_Charge_Ultimate" , "9" , ""
[00:01:16] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:16] , "Team 1" , "3" , "Zarya" , "EV_Knockback_Dealt" , "" , "Zarya"
[00:01:16] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-69.07, 4.00, -54.79)" , ""
[00:01:16] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-78.62, 3.85, -59.88)" , ""
[00:01:16] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-76.11, 4.00, -61.46)" , ""
[00:01:16] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-75.44, 3.85, -51.03)" , ""
[00:01:16] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-60.53, 6.00, -62.82)" , ""
[00:01:16] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-87.71, 3.85, -47.77)" , ""
[00:01:16] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-71.29, 3.85, -49.59)" , ""
[00:01:16] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-77.35, 3.85, -55.33)" , ""
[00:01:16] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-78.25, 3.85, -52.41)" , ""
[00:01:16] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-73.74, 4.00, -47.85)" , ""
[00:01:16] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-73.29, 3.85, -51.93)" , ""
[00:01:16] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-65.79, 3.85, -54.28)" , ""
[00:01:17] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:01:17] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:01:17] , "Team 1" , "2" , "Zenyatta" , "EV_Knockback_Received" , "" , "Zenyatta"
[00:01:17] , "Team 1" , "1" , "Lúcio" , "EV_Knockback_Received" , "" , "Lúcio"
[00:01:17] , "Team 2" , "1" , "Ana" , "EV_UsedAbility_2" , "Ana" , ""
[00:01:17] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:17] , "Team 1" , "2" , "Zenyatta" , "EV_Knockback_Dealt" , "" , "Zenyatta"
[00:01:17] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:17] , "Team 1" , "4" , "Roadhog" , "EV_Knockback_Dealt" , "" , "Roadhog"
[00:01:17] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:17] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:18] , "Team 2" , "5" , "Mei" , "EV_UsedAbility_2" , "Mei" , ""
[00:01:18] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-68.72, 3.85, -51.75)" , ""
[00:01:18] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-78.62, 3.85, -59.88)" , ""
[00:01:18] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-76.11, 4.00, -61.46)" , ""
[00:01:18] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-75.62, 4.00, -44.97)" , ""
[00:01:18] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-61.93, 6.40, -53.89)" , ""
[00:01:18] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-85.75, 3.85, -44.93)" , ""
[00:01:18] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-71.29, 3.85, -49.59)" , ""
[00:01:18] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-72.08, 3.85, -53.49)" , ""
[00:01:18] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-75.72, 3.85, -58.17)" , ""
[00:01:18] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-74.48, 3.85, -57.12)" , ""
[00:01:18] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-72.43, 3.85, -52.36)" , ""
[00:01:18] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-65.47, 3.85, -54.05)" , ""
[00:01:18] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "57" , ""
[00:01:18] , "Team 2" , "5" , "Mei" , "EV_Knockback_Received" , "" , "Mei"
[00:01:18] , "Team 1" , "1" , "Lúcio" , "EV_Knockback_Dealt" , "" , "Lúcio"
[00:01:19] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:01:19] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:19] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:19] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:01:20] , "Team 1" , "0" , "NELS" , "EV_FinalBlow" , "Mei" , ""
[00:01:20] , "Team 1" , "0" , "NELS" , "EV_Kill" , "Mei" , ""
[00:01:20] , "Team 2" , "5" , "Mei" , "EV_Died" , "" , "NELS"
[00:01:20] , "Team 1" , "5" , "Bastion" , "EV_Kill" , "Mei" , ""
[00:01:20] , "Team 1" , "1" , "Lúcio" , "EV_Kill" , "Mei" , ""
[00:01:20] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-61.05, 3.85, -48.01)" , ""
[00:01:20] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-99.79, 4.00, -71.40)" , ""
[00:01:20] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-76.11, 4.00, -61.46)" , ""
[00:01:20] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-74.95, 3.85, -51.40)" , ""
[00:01:20] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-67.15, 3.85, -48.62)" , ""
[00:01:20] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-82.94, 3.85, -43.27)" , ""
[00:01:20] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-71.29, 3.85, -49.59)" , ""
[00:01:20] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-68.90, 4.00, -55.52)" , ""
[00:01:20] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-68.04, 4.00, -58.93)" , ""
[00:01:20] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-69.05, 4.00, -59.82)" , ""
[00:01:20] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-72.43, 3.85, -52.36)" , ""
[00:01:20] , "Team 2" , "5" , "Mei" , "EV_Charge_Ultimate" , "20" , ""
[00:01:20] , "Team 2" , "4" , "Soldier: 76" , "EV_Charge_Ultimate" , "12" , ""
[00:01:20] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "9" , ""
[00:01:20] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "24" , ""
[00:01:20] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "14" , ""
[00:01:20] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "22" , ""
[00:01:20] , "Team 1" , "5" , "Bastion" , "EV_Charge_Ultimate" , "23" , ""
[00:01:20] , "Team 1" , "4" , "Roadhog" , "EV_Charge_Ultimate" , "14" , ""
[00:01:20] , "Team 1" , "3" , "Zarya" , "EV_Charge_Ultimate" , "11" , ""
[00:01:20] , "Team 1" , "2" , "Zenyatta" , "EV_Charge_Ultimate" , "21" , ""
[00:01:20] , "Team 1" , "1" , "Lúcio" , "EV_Charge_Ultimate" , "12" , ""
[00:01:20] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-62.08, 4.26, -49.74)" , ""
[00:01:20] , "Team 1" , "4" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:01:21] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:01:21] , "Team 2" , "2" , "Roadhog" , "EV_UsedAbility_1" , "Roadhog" , ""
[00:01:21] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:22] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:01:22] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:22] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-61.05, 3.85, -48.01)" , ""
[00:01:22] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-93.52, 4.00, -59.62)" , ""
[00:01:22] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-107.82, 4.00, -78.89)" , ""
[00:01:22] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-73.16, 3.85, -53.10)" , ""
[00:01:22] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-75.50, 4.00, -45.60)" , ""
[00:01:22] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-87.60, 3.85, -50.82)" , ""
[00:01:22] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-71.29, 3.85, -49.59)" , ""
[00:01:22] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-73.11, 3.85, -54.12)" , ""
[00:01:22] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-67.15, 3.85, -52.98)" , ""
[00:01:22] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-70.04, 4.00, -67.77)" , ""
[00:01:22] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-72.43, 3.85, -52.36)" , ""
[00:01:22] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:01:22] , "Team 1" , "1" , "Lúcio" , "EV_UsedAbility_1" , "Lúcio" , ""
[00:01:22] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-71.28, 3.85, -51.02)" , ""
[00:01:23] , "Team 2" , "2" , "Roadhog" , "EV_UsedAbility_2" , "Roadhog" , ""
[00:01:23] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:01:23] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:23] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "72" , ""
[00:01:24] , "Team 2" , "1" , "Ana" , "EV_UsedAbility_1" , "Ana" , ""
[00:01:24] , "Team 1" , "0" , "NELS" , "EV_FinalBlow" , "Ana" , ""
[00:01:24] , "Team 1" , "0" , "NELS" , "EV_Kill" , "Ana" , ""
[00:01:24] , "Team 2" , "1" , "Ana" , "EV_Died" , "" , "NELS"
[00:01:24] , "Team 1" , "5" , "Bastion" , "EV_Kill" , "Ana" , ""
[00:01:24] , "Team 1" , "3" , "Zarya" , "EV_Kill" , "Ana" , ""
[00:01:24] , "Team 1" , "1" , "Lúcio" , "EV_Kill" , "Ana" , ""
[00:01:24] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:24] , "Team 1" , "1" , "Lúcio" , "EV_Knockback_Dealt" , "" , "Lúcio"
[00:01:24] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-61.05, 3.85, -48.01)" , ""
[00:01:24] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-98.71, 3.85, -47.85)" , ""
[00:01:24] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-100.94, 4.00, -71.09)" , ""
[00:01:24] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-74.84, 4.06, -48.47)" , ""
[00:01:24] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-79.39, 4.00, -40.86)" , ""
[00:01:24] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-82.55, 3.85, -58.71)" , ""
[00:01:24] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-71.29, 3.85, -49.59)" , ""
[00:01:24] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-71.83, 4.00, -56.47)" , ""
[00:01:24] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-73.12, 3.85, -52.49)" , ""
[00:01:24] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-71.41, 4.00, -63.49)" , ""
[00:01:24] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-72.17, 3.85, -52.21)" , ""
[00:01:24] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:24] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-75.50, 4.00, -42.33)" , ""
[00:01:25] , "Team 2" , "5" , "Mei" , "EV_Charge_Ultimate" , "22" , ""
[00:01:25] , "Team 2" , "4" , "Soldier: 76" , "EV_UsedAbility_1" , "Soldier: 76" , ""
[00:01:25] , "Team 2" , "4" , "Soldier: 76" , "EV_Charge_Ultimate" , "13" , ""
[00:01:25] , "Team 2" , "3" , "Zarya" , "EV_Charge_Ultimate" , "10" , ""
[00:01:25] , "Team 2" , "2" , "Roadhog" , "EV_Charge_Ultimate" , "39" , ""
[00:01:25] , "Team 2" , "1" , "Ana" , "EV_Charge_Ultimate" , "18" , ""
[00:01:25] , "Team 2" , "0" , "Zenyatta" , "EV_Charge_Ultimate" , "24" , ""
[00:01:25] , "Team 1" , "5" , "Bastion" , "EV_Charge_Ultimate" , "35" , ""
[00:01:25] , "Team 1" , "4" , "Roadhog" , "EV_Charge_Ultimate" , "15" , ""
[00:01:25] , "Team 1" , "3" , "Zarya" , "EV_Charge_Ultimate" , "13" , ""
[00:01:25] , "Team 1" , "2" , "Zenyatta" , "EV_Charge_Ultimate" , "24" , ""
[00:01:25] , "Team 1" , "1" , "Lúcio" , "EV_Charge_Ultimate" , "14" , ""
[00:01:25] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:26] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-61.05, 3.85, -48.01)" , ""
[00:01:26] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-88.67, 3.85, -48.64)" , ""
[00:01:26] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-94.74, 4.00, -63.76)" , ""
[00:01:26] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-76.15, 3.85, -46.68)" , ""
[00:01:26] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-79.39, 4.00, -40.86)" , ""
[00:01:26] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-79.68, 4.00, -62.76)" , ""
[00:01:26] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-71.29, 3.85, -49.59)" , ""
[00:01:26] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-71.59, 4.00, -59.95)" , ""
[00:01:26] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-76.98, 3.85, -54.57)" , ""
[00:01:26] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-65.92, 4.00, -58.68)" , ""
[00:01:26] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-72.17, 3.85, -52.21)" , ""
[00:01:26] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:26] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-79.79, 3.85, -44.21)" , ""
[00:01:27] , "Team 1" , "2" , "Zenyatta" , "EV_UsedAbility_1" , "Zenyatta" , ""
[00:01:28] , "Team 2" , "2" , "Roadhog" , "EV_Knockback_Received" , "" , "Roadhog"
[00:01:28] , "Team 1" , "1" , "Lúcio" , "EV_Knockback_Dealt" , "" , "Lúcio"
[00:01:28] , "Team 2" , "5" , "Mei" , "EV_PlayerPosition" , "(-61.05, 3.85, -48.01)" , ""
[00:01:28] , "Team 2" , "4" , "Soldier: 76" , "EV_PlayerPosition" , "(-85.83, 3.85, -42.43)" , ""
[00:01:28] , "Team 2" , "3" , "Zarya" , "EV_PlayerPosition" , "(-95.33, 4.00, -54.78)" , ""
[00:01:28] , "Team 2" , "2" , "Roadhog" , "EV_PlayerPosition" , "(-71.90, 4.13, -47.31)" , ""
[00:01:28] , "Team 2" , "1" , "Ana" , "EV_PlayerPosition" , "(-79.39, 4.00, -40.86)" , ""
[00:01:28] , "Team 2" , "0" , "Zenyatta" , "EV_PlayerPosition" , "(-82.29, 3.85, -57.60)" , ""
[00:01:28] , "Team 1" , "5" , "Bastion" , "EV_PlayerPosition" , "(-71.29, 3.85, -49.59)" , ""
[00:01:28] , "Team 1" , "4" , "Roadhog" , "EV_PlayerPosition" , "(-70.51, 4.00, -61.27)" , ""
[00:01:28] , "Team 1" , "3" , "Zarya" , "EV_PlayerPosition" , "(-72.82, 4.00, -57.37)" , ""
[00:01:28] , "Team 1" , "2" , "Zenyatta" , "EV_PlayerPosition" , "(-67.78, 4.00, -56.72)" , ""
[00:01:28] , "Team 1" , "1" , "Lúcio" , "EV_PlayerPosition" , "(-72.17, 3.85, -52.21)" , ""
[00:01:28] , "Team 1" , "0" , "NELS" , "EV_PlayerPosition" , "(-70.42, 5.07, -45.93)" , ""
[00:01:28] , "Team 2" , "0" , "Zenyatta" , "EV_UsedAbility_2" , "Zenyatta" , ""
[00:01:28] , "Team 1" , "0" , "NELS" , "EV_Charge_Ultimate" , "92" , ""
[00:01:28] , "Team 1" , "0" , "NELS" , "EV_Kill" , "Roadhog" , ""
[00:01:28] , "Team 2" , "2" , "Roadhog" , "EV_Died" , "" , "Bastion"
[00:01:28] , "Team 1" , "5" , "Bastion" , "EV_FinalBlow" , "Roadhog" , ""
